customerid,ordercount,totalspent
2385,101,237430.58
2017,102,237417.84
9826,106,237417.74
2085,90,237416.98
6005,98,237404.48
5839,102,237399.35
496,103,237386.91
8124,100,237374.80
9724,103,237374.02
9689,106,237373.17
1664,98,237362.27
2209,99,237351.95
1506,104,237347.49
4741,100,237340.74
4341,95,237337.01
4354,100,237332.60
8192,104,237314.04
2909,88,237303.69
3831,108,237296.41
4889,97,237279.02
4547,100,237273.76
6511,107,237265.21
8992,90,237262.63
4886,100,237261.94
5578,100,237258.22
3581,101,237255.06
1756,109,237247.61
717,97,237239.95
42,111,237233.57
2572,107,237215.56
2293,94,237214.76
1144,102,237202.41
3057,95,237201.89
2039,96,237191.73
9130,100,237186.41
5277,97,237181.41
730,104,237178.82
1388,107,237172.28
9467,100,237167.99
1352,100,237166.43
6373,103,237163.73
1439,103,237161.76
6094,107,237156.97
4679,94,237154.35
6438,102,237152.37
5517,112,237146.47
1997,112,237136.40
7480,112,237119.78
5989,105,237119.02
8883,99,237114.58
2835,96,237104.66
3547,111,237103.18
3376,100,237090.95
1449,96,237087.40
3892,97,237081.58
7403,101,237072.53
9262,115,237071.49
8829,96,237060.35
4568,97,237056.30
8977,101,237048.37
8916,104,237037.20
6157,104,237034.53
2460,104,237032.31
1520,95,237029.05
4483,96,237025.35
5033,94,237024.01
3701,106,237011.15
1312,98,237008.72
2524,96,237004.40
5020,100,236995.46
2939,104,236992.65
9716,106,236975.52
8325,96,236974.71
5249,103,236974.47
6403,93,236939.40
8828,92,236924.80
6862,95,236902.31
5841,96,236864.45
7463,106,236844.38
9442,94,236839.25
5195,100,236838.29
9886,99,236837.32
1706,101,236831.41
1926,111,236819.23
1648,96,236808.85
9713,101,236797.68
7276,99,236792.15
130,100,236786.32
1240,117,236768.76
610,95,236766.67
8964,92,236766.39
7154,111,236745.34
2743,101,236744.59
2981,106,236735.49
1212,98,236734.87
2486,99,236725.39
1883,94,236720.45
1752,102,236718.55
8941,104,236717.42
5631,105,236715.70
6065,109,236696.05
3272,101,236674.31
1385,104,236673.39
2521,103,236672.96
7004,99,236648.82
6007,98,236647.96
1683,102,236638.84
1811,92,236634.53
3003,109,236631.69
4096,111,236621.15
7937,99,236617.38
8785,118,236597.66
1399,101,236592.31
8302,94,236590.70
5113,103,236588.86
2790,98,236587.24
3601,97,236571.94
3592,104,236568.78
6211,104,236566.85
4814,102,236565.16
8149,101,236560.95
5312,102,236549.44
3604,96,236534.25
4964,105,236533.65
3370,107,236531.76
8949,114,236524.20
873,97,236519.64
1077,107,236519.16
4216,103,236511.58
9308,94,236510.32
4934,102,236499.15
306,95,236497.25
1532,98,236478.21
2285,99,236464.77
949,117,236459.69
2354,100,236449.58
6855,106,236430.07
1574,95,236426.51
280,104,236417.87
4863,96,236416.63
8912,104,236412.18
8022,107,236401.59
8197,105,236383.85
5644,98,236377.14
268,94,236374.70
9783,107,236367.24
8995,97,236342.22
9575,96,236322.44
6209,101,236320.92
3523,98,236306.82
7932,99,236298.23
1080,100,236296.77
216,106,236291.88
545,99,236267.38
1609,113,236265.54
7135,110,236261.20
915,103,236253.30
774,92,236244.03
1513,105,236221.87
4614,102,236220.24
278,107,236206.80
5368,93,236205.75
5543,98,236199.09
2801,94,236195.44
324,95,236189.53
7266,103,236183.83
9555,112,236183.71
679,97,236179.17
7763,108,236174.86
5290,101,236174.74
5825,96,236165.21
9434,99,236152.21
2135,103,236145.61
3630,114,236138.07
7000,105,236137.12
3237,110,236131.87
1511,100,236115.80
683,105,236115.65
4685,106,236095.95
1393,107,236092.53
8,101,236092.01
1985,96,236073.42
9915,94,236069.71
8089,92,236044.70
2783,103,236043.71
6825,107,236022.70
380,105,236007.66
3739,103,235999.84
3456,98,235994.11
6177,107,235982.08
4005,113,235970.08
2494,101,235967.38
853,108,235956.53
5170,107,235954.53
3483,100,235950.54
9874,102,235944.89
2549,98,235943.60
393,104,235940.47
5162,98,235929.99
9209,105,235928.90
365,99,235925.67
2411,101,235920.16
3710,101,235915.15
6575,95,235907.56
7973,94,235907.45
7638,102,235904.93
9046,93,235903.73
7231,98,235903.66
5705,99,235900.97
8465,108,235899.59
3969,101,235886.43
7016,95,235872.93
6221,103,235872.59
9730,98,235868.24
6997,95,235860.35
889,112,235853.68
7375,99,235844.96
6339,90,235844.08
1013,96,235835.32
4639,100,235820.11
4770,105,235819.07
2000,102,235814.45
2505,91,235806.42
5345,105,235802.03
1036,102,235794.55
5497,109,235785.92
4342,97,235778.22
6460,102,235765.86
3869,105,235764.28
1063,103,235750.76
1934,103,235721.81
4730,96,235705.32
9195,98,235705.32
8227,111,235695.35
848,104,235667.02
2723,104,235632.45
4042,104,235630.18
1431,98,235625.68
1283,98,235623.67
9226,97,235621.35
144,95,235619.20
9662,97,235601.99
8209,110,235562.93
7512,97,235552.29
6315,105,235537.65
2076,95,235530.30
6382,106,235515.23
6249,103,235512.02
7813,105,235506.91
449,107,235498.72
7595,102,235496.58
5749,102,235493.97
3060,101,235489.71
8026,96,235486.84
6911,106,235480.18
1294,97,235479.73
8176,104,235472.90
4936,109,235464.36
7239,92,235463.07
986,101,235409.92
6311,98,235402.54
1783,106,235383.87
9131,108,235371.64
2471,99,235360.07
5488,108,235353.02
4623,101,235347.94
6399,99,235346.27
4156,106,235345.99
1665,101,235344.99
9228,104,235339.60
8634,102,235336.19
5163,97,235326.11
1631,94,235322.47
7990,103,235322.30
8539,97,235314.03
8547,96,235310.89
4309,99,235299.21
3174,99,235286.37
7685,101,235273.67
8053,108,235268.11
4943,99,235268.03
8245,104,235259.48
2839,96,235258.42
4825,100,235255.85
4777,110,235255.72
269,96,235255.26
2279,95,235248.28
919,97,235243.98
5668,99,235242.61
9164,96,235238.33
8264,92,235237.03
2991,106,235236.91
7361,100,235232.18
442,106,235228.77
5025,106,235224.28
9035,106,235222.75
4974,98,235216.34
2059,107,235211.49
4240,97,235204.06
7746,118,235201.45
7039,99,235196.21
1082,97,235180.53
977,94,235178.62
8667,103,235166.36
879,94,235161.41
8790,104,235138.09
1051,98,235137.58
4261,95,235125.80
4248,103,235107.62
4926,100,235090.52
1020,102,235085.84
6994,103,235080.19
5587,107,235055.94
9559,99,235054.04
3778,117,235049.61
8955,105,235040.22
7408,98,235017.23
685,103,235016.08
2124,105,235015.36
3819,92,235010.89
4161,105,235006.10
8285,97,234989.69
4692,105,234989.04
6926,98,234967.60
2949,109,234967.10
7669,103,234954.80
6112,100,234949.19
5150,103,234939.87
4210,99,234936.16
6966,100,234931.54
9141,110,234927.06
9549,101,234923.59
7761,105,234916.86
4544,107,234907.34
4272,99,234905.37
6536,99,234901.67
7103,98,234898.13
5796,101,234886.95
3071,107,234863.31
6716,105,234860.94
3954,102,234852.54
466,102,234842.59
3840,101,234841.96
2218,98,234835.07
3507,104,234784.59
6607,108,234779.11
3596,94,234777.06
8962,97,234774.40
3870,111,234763.02
7884,105,234759.73
2346,94,234750.04
702,101,234743.98
1083,110,234736.06
8858,102,234717.89
6402,94,234714.40
8318,93,234706.70
9517,101,234696.62
3032,103,234695.41
1111,106,234689.11
5332,115,234685.60
1890,94,234674.41
7576,100,234668.03
8736,107,234667.50
338,99,234652.60
6256,113,234625.81
1290,108,234619.14
6172,105,234617.86
7258,106,234613.92
8431,97,234596.96
9424,101,234585.62
2697,99,234582.03
8483,102,234576.40
6327,103,234574.35
946,110,234569.29
624,98,234568.04
2579,112,234554.79
6434,101,234550.04
4705,102,234548.72
9515,105,234546.27
6530,102,234520.87
1217,99,234520.33
1826,97,234514.48
6126,98,234508.54
2170,107,234499.95
651,109,234498.98
9780,103,234488.09
3667,101,234485.04
6870,92,234474.23
4436,106,234453.86
292,100,234450.77
361,104,234434.66
7889,106,234434.28
7856,93,234425.80
4667,92,234404.33
7129,108,234397.22
1749,102,234395.47
4655,97,234393.96
4304,98,234386.67
4258,103,234377.07
9324,109,234376.89
4638,101,234356.12
5904,103,234345.51
4031,100,234335.39
3878,103,234332.53
9191,103,234328.99
3479,104,234327.51
4989,99,234322.75
75,105,234317.56
8566,104,234313.95
2259,105,234294.65
5598,105,234281.72
6595,96,234281.66
1942,94,234281.36
1137,102,234281.31
6947,96,234274.05
928,110,234264.66
7439,107,234249.75
5759,104,234245.91
5571,105,234239.79
4091,101,234228.74
8591,102,234222.49
385,108,234212.27
9421,102,234211.40
549,105,234204.11
3965,104,234194.76
9490,98,234178.78
5172,107,234170.63
3421,101,234159.06
6680,102,234150.18
4932,99,234140.57
2622,93,234119.35
942,95,234113.93
30,108,234064.68
4175,97,234060.54
7177,100,234051.43
9423,99,234047.25
1276,88,234028.23
3416,97,234020.45
421,107,234010.47
6084,103,234004.08
2416,110,234003.41
7381,97,234000.88
5923,100,233995.23
8090,101,233991.71
8354,100,233972.90
7509,106,233966.42
715,105,233961.92
1496,108,233948.84
2438,106,233948.72
3992,107,233931.52
8220,105,233931.08
433,108,233919.15
1995,86,233907.04
792,103,233906.16
6903,101,233902.72
2225,92,233901.77
1838,95,233899.86
4391,106,233899.02
2213,101,233893.43
6163,102,233884.47
1618,103,233882.99
7222,98,233881.15
1904,107,233880.35
796,102,233870.49
660,104,233857.63
4869,99,233854.77
9167,102,233851.27
8644,99,233844.95
832,101,233838.22
6893,101,233831.85
8293,105,233826.86
1180,107,233826.84
4681,110,233823.68
176,96,233803.73
5158,115,233803.39
2738,95,233802.80
9965,95,233795.24
9306,103,233791.89
5896,101,233789.18
9086,108,233781.48
5594,106,233772.96
5074,116,233770.33
6507,106,233769.44
3950,95,233758.02
3633,102,233757.74
7249,101,233745.37
8337,94,233742.03
8070,91,233730.61
8373,93,233728.68
7136,94,233710.38
135,102,233709.16
2223,98,233689.54
726,101,233681.40
4337,88,233677.01
7778,114,233673.87
7807,108,233661.61
6941,104,233648.47
5098,97,233646.50
3432,101,233643.85
7351,105,233635.79
4249,97,233629.13
2323,105,233609.66
2356,106,233584.37
9106,106,233579.26
2368,106,233575.92
3849,102,233575.40
6322,98,233572.51
988,95,233571.48
5288,106,233564.41
595,94,233557.74
3138,105,233550.02
2836,105,233523.72
2029,95,233493.16
4827,97,233492.82
6653,101,233491.14
4038,98,233491.02
9154,111,233490.32
70,105,233488.84
5278,98,233486.00
1852,105,233476.52
201,101,233466.44
9169,100,233415.60
4820,105,233413.83
7275,107,233405.35
9563,97,233404.81
4691,103,233403.71
1677,97,233398.23
6109,102,233395.32
5140,105,233373.50
2142,95,233367.71
131,107,233366.02
6936,104,233365.50
238,100,233354.18
5969,111,233350.40
2166,109,233339.79
258,100,233334.47
1553,99,233316.23
9856,102,233313.76
6998,104,233313.30
3364,101,233308.87
5774,103,233295.50
1100,108,233291.20
9190,91,233288.53
7125,107,233280.71
2842,96,233257.54
2,94,233252.70
9345,93,233249.47
1894,111,233249.20
4919,96,233231.82
4815,99,233214.54
2271,114,233209.85
518,97,233197.68
9408,109,233196.05
3050,103,233182.55
8849,105,233177.46
1528,101,233173.65
2380,101,233172.02
5871,105,233169.21
4563,98,233169.03
648,91,233154.23
4975,94,233151.76
167,102,233142.65
213,111,233142.14
7319,103,233140.52
3891,101,233139.31
983,91,233129.45
6150,100,233120.86
1102,97,233109.11
5258,99,233106.20
8157,100,233103.44
3658,101,233100.80
3035,100,233099.17
7897,93,233071.92
535,107,233060.20
6617,102,233055.83
1649,98,233055.60
316,113,233054.41
996,107,233049.96
3352,93,233042.86
4748,99,233038.30
3761,104,233033.01
688,96,233014.01
6201,98,233003.23
6849,91,233001.81
3759,101,232995.77
5160,104,232991.29
9936,100,232990.16
8305,104,232985.72
9023,95,232984.50
6883,105,232983.88
7538,101,232981.94
6187,103,232977.25
1282,101,232956.61
6231,97,232952.84
2734,97,232947.17
5116,109,232938.48
8045,100,232938.01
7210,101,232931.07
7947,97,232929.08
2686,91,232925.06
3894,100,232916.10
5256,111,232888.37
4453,95,232878.60
5755,99,232867.18
5024,104,232848.97
9834,103,232844.93
7880,104,232843.56
1521,97,232832.53
6344,100,232831.59
3331,104,232823.47
8898,96,232820.21
8243,104,232817.46
3082,105,232810.23
1941,106,232806.44
5526,90,232805.92
5780,99,232800.85
2499,94,232798.70
3287,101,232785.97
913,107,232785.29
1341,93,232777.86
285,102,232770.44
937,99,232761.62
9620,112,232756.99
8083,93,232740.56
9828,103,232737.39
7740,107,232721.25
5970,109,232701.81
7787,110,232694.92
1512,99,232680.28
9100,95,232667.36
4720,88,232654.90
3926,99,232642.56
8606,103,232636.53
9475,97,232620.12
103,91,232613.76
5737,101,232605.77
8853,115,232604.66
2630,102,232599.25
4223,110,232595.44
1977,100,232593.69
7240,101,232582.20
840,104,232567.19
3674,101,232566.30
5450,100,232564.33
6563,93,232563.08
68,105,232552.08
2352,101,232540.07
4831,99,232533.14
2929,98,232527.05
2792,96,232518.37
1722,108,232517.78
6266,100,232513.67
6476,105,232507.47
9682,96,232497.93
4239,103,232494.37
8073,107,232489.80
7464,102,232486.58
9837,98,232485.16
9039,105,232481.55
7518,101,232479.96
4441,109,232462.01
2138,107,232455.09
4439,98,232446.37
907,95,232443.18
5428,112,232429.38
7144,88,232421.18
9112,108,232413.18
2948,108,232397.80
1119,103,232394.87
8628,93,232382.40
917,100,232382.17
7804,92,232362.13
3966,97,232358.78
4955,91,232356.79
9247,97,232349.58
9769,108,232336.30
6955,93,232336.11
5625,102,232331.99
9887,105,232330.04
2860,99,232322.94
5633,101,232316.44
3768,92,232315.61
2528,102,232273.58
4911,100,232268.41
4073,107,232261.49
9187,98,232260.47
5664,94,232253.48
3301,107,232245.58
6516,108,232244.01
132,98,232241.72
1218,97,232232.18
6134,104,232230.36
7702,96,232224.50
6794,100,232221.94
4228,111,232217.12
9242,97,232196.79
415,98,232170.48
4953,110,232160.31
8987,102,232159.52
2443,95,232158.69
3055,103,232149.63
910,104,232149.47
3458,97,232149.01
1856,109,232145.90
8934,116,232145.59
6291,109,232145.52
2753,101,232141.25
8023,105,232140.86
8401,99,232132.27
4507,94,232132.01
3448,99,232122.34
5209,105,232103.38
909,95,232092.38
2280,97,232091.69
3298,95,232081.79
706,107,232072.40
452,97,232065.02
3766,97,232053.53
2299,104,232047.17
8362,107,232041.01
797,94,232039.03
6173,99,232038.87
1845,98,232028.88
7698,102,232016.68
8177,94,232010.11
8848,93,231998.87
7334,107,231998.28
4431,109,231994.71
2219,109,231991.45
4517,101,231956.47
3,97,231955.90
431,101,231952.38
4290,86,231948.25
4800,105,231935.68
2463,93,231922.32
2602,99,231905.24
4735,104,231904.22
8372,96,231902.20
4162,97,231898.34
8988,104,231893.86
4640,100,231892.54
2077,99,231890.61
9460,101,231888.85
3250,111,231886.53
7890,94,231882.43
8250,100,231880.13
6114,94,231876.83
6948,98,231863.61
1438,103,231862.82
1978,102,231860.41
2553,103,231858.50
9474,97,231858.32
8624,97,231850.33
4808,92,231848.93
7263,92,231834.77
2333,99,231834.49
2079,85,231834.32
8167,92,231829.18
2993,98,231827.16
4265,94,231824.30
6426,98,231812.71
3263,103,231811.45
5044,96,231809.76
7713,107,231792.92
5998,105,231787.72
6938,97,231782.63
5613,105,231779.78
1279,104,231757.44
9296,100,231745.11
212,96,231739.17
171,99,231732.55
3393,92,231722.06
9456,97,231712.32
7354,109,231700.78
5886,111,231700.72
1617,90,231698.89
5703,108,231697.69
2215,114,231696.54
5270,95,231687.68
3413,108,231681.14
7452,102,231677.80
7435,92,231675.28
4071,102,231656.04
4879,96,231651.98
5271,96,231650.81
6649,104,231647.21
3815,90,231640.13
488,107,231639.99
6238,108,231629.10
3123,96,231628.24
9385,100,231626.70
9751,111,231614.42
9346,103,231611.69
9388,92,231609.01
3789,98,231607.54
54,95,231605.24
4891,112,231604.15
1587,103,231600.54
2376,109,231594.07
2214,98,231591.02
2987,101,231586.08
2780,109,231585.35
6472,106,231579.68
6950,104,231574.66
3043,106,231573.80
2484,91,231548.96
611,108,231543.18
478,94,231533.97
3206,99,231531.91
8127,92,231521.35
9298,102,231517.07
4188,98,231513.56
5359,100,231512.96
7756,93,231510.80
5396,97,231501.59
5005,104,231494.41
2101,106,231483.54
1771,98,231464.42
9999,94,231463.09
4865,91,231462.83
5184,90,231448.87
7226,96,231448.05
8166,106,231446.30
7972,105,231433.70
5681,106,231428.94
1432,104,231428.77
4372,102,231426.61
90,99,231424.36
4801,97,231405.80
2718,100,231399.50
4138,97,231396.95
1086,99,231390.42
5169,108,231382.40
2896,96,231377.72
3684,96,231370.32
5900,94,231356.82
3877,105,231345.99
1299,99,231340.66
1505,101,231326.19
5893,92,231315.25
8396,110,231312.59
4779,99,231310.85
7451,103,231304.23
5592,110,231300.59
6609,99,231296.51
9955,103,231294.16
4074,105,231284.36
5506,100,231271.33
5171,90,231266.47
3491,97,231249.19
9455,102,231243.75
9587,101,231232.70
2182,100,231226.50
9612,104,231224.85
5768,101,231200.54
5518,93,231196.56
4622,95,231195.99
8404,90,231188.38
8423,94,231179.08
3245,107,231162.84
6119,93,231161.68
2849,96,231159.55
3642,100,231157.49
7162,103,231149.42
2642,96,231137.42
2283,97,231104.64
1308,94,231104.43
8115,98,231095.40
5974,97,231088.58
6390,91,231072.65
6359,98,231068.61
7393,96,231034.29
8511,103,231034.15
9080,98,231022.58
3426,105,230978.64
8441,96,230977.97
7571,104,230971.21
8715,104,230968.29
1376,105,230961.43
8722,101,230954.72
823,102,230936.75
4802,106,230928.88
5159,94,230926.02
6527,102,230924.58
1695,102,230916.78
756,104,230916.06
5062,107,230906.74
234,104,230896.93
3424,102,230896.85
2905,96,230894.34
8240,105,230871.79
8430,103,230870.44
7077,109,230867.89
8360,98,230860.23
2337,100,230847.98
2098,110,230845.03
3530,103,230809.25
1626,95,230804.61
19,101,230787.84
7246,104,230780.18
1186,101,230778.82
2675,103,230770.68
9866,92,230768.08
6840,101,230758.74
2002,99,230758.47
8567,99,230753.38
7692,97,230752.29
9178,104,230752.24
6946,100,230742.03
297,104,230740.58
5930,99,230723.16
3015,95,230722.09
8605,101,230719.56
7788,115,230688.37
4524,104,230669.48
9917,99,230666.13
2616,109,230659.27
3536,108,230651.06
8601,89,230644.98
776,108,230643.72
4102,102,230627.69
8996,103,230625.11
4791,100,230621.61
5953,106,230609.62
155,100,230608.05
2274,99,230603.24
9998,104,230592.39
2519,102,230591.49
4308,100,230587.82
9317,110,230586.21
9403,94,230585.09
8385,100,230577.61
2540,89,230572.72
1342,102,230558.82
4490,108,230539.11
8801,104,230537.76
1247,109,230536.79
8928,103,230524.56
7780,101,230518.47
137,94,230509.49
2587,101,230507.96
8942,99,230494.31
4061,110,230486.20
9437,98,230478.17
5856,97,230472.39
7701,114,230463.47
6714,98,230460.27
2574,94,230454.56
2462,101,230453.83
209,97,230451.00
3893,106,230447.77
1055,112,230447.42
4786,102,230434.62
2158,105,230419.27
8994,96,230414.65
3995,96,230406.31
3506,98,230394.38
5918,103,230384.38
6253,99,230374.67
1581,109,230372.03
67,103,230370.97
2995,97,230347.11
9984,103,230346.18
1579,103,230344.88
4266,102,230344.69
7211,95,230329.52
6588,104,230321.82
4077,99,230313.17
1625,111,230311.57
9811,103,230308.08
7028,104,230298.47
7977,103,230294.38
8268,93,230293.84
1713,93,230293.81
9005,101,230286.35
428,99,230284.14
2228,101,230283.06
3860,101,230281.42
2353,98,230259.16
5135,96,230247.30
3912,101,230244.84
4870,104,230234.42
7997,100,230224.45
2582,107,230221.92
902,97,230220.38
936,100,230218.30
4197,105,230211.95
8695,95,230203.36
4851,98,230197.98
7901,98,230196.99
3607,88,230193.29
1296,94,230188.66
4515,95,230165.30
2141,93,230165.12
2221,97,230158.78
6694,95,230148.93
3165,107,230148.57
5612,105,230147.44
1018,106,230132.23
7384,95,230131.38
358,98,230118.15
2714,94,230114.61
2897,106,230103.59
1300,99,230090.54
2961,100,230080.85
1656,95,230078.39
6314,93,230073.79
8882,98,230061.63
